milestone,system_id,method_family,text_input,image_input,fusion_type,query_set,recall@1,recall@2,recall@3,recall@5,recall@10,mrr@10,dup_recall@1,dup_recall@2,dup_recall@3,dup_recall@5,dup_recall@10,dup_mrr@10,num_queries,script_used,result_file_used,thesis_interpretation
M55,H1b,hybrid text,Caption+Context,None,None,Q3,0.637775,0.828063,0,0.929418,0.968097,0.767597,0.683512,0,0,0,0,0.792482,3542,Derived,m55_text_fusion_rerank_results.json,
M55,H1d_caption_heavy,hybrid text,Caption,None,None,Q1,0.792618,0.953266,0,0.997079,1.0,0.886332,0.854753,0,0,0,0,0.920161,3766,Derived,m55_text_fusion_rerank_results.json,
M55,H1d_caption_heavy,hybrid text,Caption,None,None,Q2,0.756506,0.924588,0,0.988051,0.996283,0.860315,0.816782,0,0,0,0,0.89492,3766,Derived,m55_text_fusion_rerank_results.json,
M55,H1d_caption_heavy,hybrid text,Caption,None,None,Q3,0.423207,0.557312,0,0.676454,0.749012,0.532843,0.457086,0,0,0,0,0.552567,3542,Derived,m55_text_fusion_rerank_results.json,
M55,H1d_context_heavy,hybrid text,Context,None,None,Q1,0.750929,0.926713,0,0.985396,0.994955,0.857542,0.812799,0,0,0,0,0.893269,3766,Derived,m55_text_fusion_rerank_results.json,
M55,H1d_context_heavy,hybrid text,Context,None,None,Q2,0.694636,0.874137,0,0.955125,0.978226,0.811464,0.754912,0,0,0,0,0.84879,3766,Derived,m55_text_fusion_rerank_results.json,
M55,H1d_context_heavy,hybrid text,Context,None,None,Q3,0.533032,0.714003,0,0.862225,0.937324,0.675602,0.574816,0,0,0,0,0.699055,3542,Derived,m55_text_fusion_rerank_results.json,
M55,H1_router,hybrid text,Caption+Context,None,None,Q1,0.776952,0.944769,0,0.995486,0.999734,0.876417,0.839087,0,0,0,0,0.910467,3766,Derived,m55_text_fusion_rerank_results.json,
M55,H1_router,hybrid text,Caption+Context,None,None,Q2,0.724642,0.899363,0,0.972384,0.987785,0.835579,0.784387,0,0,0,0,0.871038,3766,Derived,m55_text_fusion_rerank_results.json,
M55,H1_router,hybrid text,Caption+Context,None,None,Q3,0.518916,0.693394,0,0.830604,0.898927,0.654153,0.560418,0,0,0,0,0.67747,3542,Derived,m55_text_fusion_rerank_results.json,
M55,H1_oracle,hybrid text,Caption+Context,None,None,Q1,0.792618,0.953266,0,0.997079,1.0,0.886332,0.854753,0,0,0,0,0.920161,3766,Derived,m55_text_fusion_rerank_results.json,
M55,H1_oracle,hybrid text,Caption+Context,None,None,Q2,0.756506,0.924588,0,0.988051,0.996283,0.860315,0.816782,0,0,0,0,0.89492,3766,Derived,m55_text_fusion_rerank_results.json,
M55,H1_oracle,hybrid text,Caption+Context,None,None,Q3,0.533032,0.714003,0,0.862225,0.937324,0.675602,0.574816,0,0,0,0,0.699055,3542,Derived,m55_text_fusion_rerank_results.json,
M55,union_top20_rerank,hybrid text,Caption+Context,None,None,Q1,0.738715,0.909453,0,0.978757,0.995751,0.846528,0.800053,0,0,0,0,0.882851,3766,Derived,m55_text_fusion_rerank_results.json,
M55,union_top20_rerank,hybrid text,Caption+Context,None,None,Q2,0.681094,0.865905,0,0.958842,0.987254,0.804053,0.738184,0,0,0,0,0.83854,3766,Derived,m55_text_fusion_rerank_results.json,
M55,union_top20_rerank,hybrid text,Caption+Context,None,None,Q3,0.666008,0.830887,0,0.895539,0.914455,0.769845,0.714286,0,0,0,0,0.795766,3542,Derived,m55_text_fusion_rerank_results.json,
M55,union_top50_rerank,hybrid text,Caption+Context,None,None,Q1,0.737122,0.908656,0,0.976367,0.993627,0.844832,0.79846,0,0,0,0,0.881337,3766,Derived,m55_text_fusion_rerank_results.json,
M55,union_top50_rerank,hybrid text,Caption+Context,None,None,Q2,0.669676,0.854488,0,0.950611,0.979023,0.793444,0.725438,0,0,0,0,0.827678,3766,Derived,m55_text_fusion_rerank_results.json,
M55,union_top50_rerank,hybrid text,Caption+Context,None,None,Q3,0.693958,0.869848,0,0.948334,0.97205,0.808093,0.743083,0,0,0,0,0.834248,3542,Derived,m55_text_fusion_rerank_results.json,
M7,bm25_caption,hybrid text,Caption,None,None,Q1,0.796601,0.962029,0,0.998141,1.0,0.890277,0.859798,0,0,0,0,0.924128,3766,Derived,m7_hybrid_lexical_dense_results.json,
M7,bm25_caption,hybrid text,Caption,None,None,Q2,0.756771,0.929102,0,0.986989,0.99522,0.860859,0.814126,0,0,0,0,0.892926,3766,Derived,m7_hybrid_lexical_dense_results.json,
M7,bm25_caption,hybrid text,Caption,None,None,Q3,0.300113,0.41502,0,0.521739,0.592885,0.39651,0.323264,0,0,0,0,0.410769,3542,Derived,m7_hybrid_lexical_dense_results.json,
M7,bm25_caption_context,hybrid text,Caption+Context,None,None,Q1,0.665959,0.848911,0,0.950345,0.979554,0.79066,0.720393,0,0,0,0,0.823883,3766,Derived,m7_hybrid_lexical_dense_results.json,
M7,bm25_caption_context,hybrid text,Caption+Context,None,None,Q2,0.552576,0.729421,0,0.861922,0.90547,0.684314,0.594796,0,0,0,0,0.714006,3766,Derived,m7_hybrid_lexical_dense_results.json,
M7,bm25_caption_context,hybrid text,Caption+Context,None,None,Q3,0.630435,0.819876,0,0.932806,0.970638,0.763086,0.67476,0,0,0,0,0.786971,3542,Derived,m7_hybrid_lexical_dense_results.json,
M7,bge_caption,hybrid text,Caption,None,None,Q1,0.793415,0.958311,0,0.998141,1.0,0.887998,0.854488,0,0,0,0,0.920654,3766,Derived,m7_hybrid_lexical_dense_results.json,
M7,bge_caption,hybrid text,Caption,None,None,Q2,0.761551,0.925119,0,0.981944,0.991768,0.861269,0.819172,0,0,0,0,0.89259,3766,Derived,m7_hybrid_lexical_dense_results.json,
M7,bge_caption,hybrid text,Caption,None,None,Q3,0.362789,0.481649,0,0.599661,0.658103,0.463127,0.392151,0,0,0,0,0.480547,3542,Derived,m7_hybrid_lexical_dense_results.json,
M7,bge_caption_context,hybrid text,Caption+Context,None,None,Q1,0.720393,0.905204,0,0.974774,0.98991,0.835367,0.779341,0,0,0,0,0.869985,3766,Derived,m7_hybrid_lexical_dense_results.json,
M7,bge_caption_context,hybrid text,Caption+Context,None,None,Q2,0.661445,0.846522,0,0.933086,0.958577,0.782247,0.712958,0,0,0,0,0.813694,3766,Derived,m7_hybrid_lexical_dense_results.json,
M7,bge_caption_context,hybrid text,Caption+Context,None,None,Q3,0.614342,0.793619,0,0.910785,0.94664,0.742345,0.659232,0,0,0,0,0.766608,3542,Derived,m7_hybrid_lexical_dense_results.json,
M7,bm25_bge_clip_low_weight,hybrid text,Query Only,Raw Image,None,Q1,0.709241,0.922995,0,0.996814,1.0,0.83897,0.766861,0,0,0,0,0.871223,3766,Derived,m7_hybrid_lexical_dense_results.json,
M7,bm25_bge_clip_low_weight,hybrid text,Query Only,Raw Image,None,Q2,0.669942,0.889804,0,0.986192,0.995751,0.810032,0.724907,0,0,0,0,0.842425,3766,Derived,m7_hybrid_lexical_dense_results.json,
M7,bm25_bge_clip_low_weight,hybrid text,Query Only,Raw Image,None,Q3,0.57764,0.80463,0,0.939582,0.973744,0.735208,0.622247,0,0,0,0,0.760481,3542,Derived,m7_hybrid_lexical_dense_results.json,
